Category,VideoID,Quality,StartTime,EndTime,split,Visual_clue,Audio_clue,Vision_Key_Elements,Vision_cues_list,Audio_cues_list,Visual_Timeclue,Audio_Timeclue,Time_text
"Violin, fiddle",0M16447BSZI,good,0,10,train,A man in a white shirt stands and plays the violin. He moves the bow across the strings and his fingers dance along the neck of the instrument. A smaller video in the upper left corner shows a close-up of his left hand on the strings.,"The audio features a string quartet performing a classical piece. The music is rich and harmonious, with a prominent violin melody accompanied by a cello and viola. The overall tone is emotional and expressive, evoking a sense of drama and intensity.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: violin, man in white shirt
- Scene: indoor setting or studio with a background
- Motion: moving the bow across the strings, fingers dancing along the neck
- Interaction: playing the violin, fingers interacting with strings and neck
- Visual Cues: man in white shirt, playing the violin, bow moving across strings, fingers on the strings and neck, close-up of left hand on the strings in the upper left corner.","[man playing the violin, man in white shirt, bow moving across strings, fingers on the strings and neck, close-up of left hand on the strings]","[Classical music, string quartet, violin melody, cello, viola, drama, intensity]","The video begins with a man standing in front of a black background. He is holding a violin and bow. The man is wearing a white shirt with a patterned design on the chest. He is playing the violin with his right hand moving the bow across the strings and his left hand pressing down on the strings. In the top left corner of the screen, there is a smaller inset video showing a close-up of the man's hands on the violin. The man continues to play the violin throughout the video.","Start: A violin plays a single note. Then: Another violin joins, playing a higher note in harmony. Next: A cello enters with a lower, sustained note. Finally: A guitar accompanies the trio with a repetitive, percussive strumming pattern.","The video begins with a man playing the violin in front of a black background, with a smaller inset video showing a close-up of his hands on the instrument. As he plays, a single note is heard, followed by another violin joining in with a higher note in harmony. A cello then enters with a lower, sustained note, and a guitar accompanies the trio with a repetitive, percussive strumming pattern, all while the man continues to play the violin with his hands moving across the strings."
"Violin, fiddle",004KfU7bgyg,good,0,10,train,"A young man stands in front of a white background, holding a violin. He moves the bow across the strings, his fingers pressing down on the fingerboard to create different notes. His movements are fluid and precise as he plays the instrument.","A violin plays a melancholic melody, accompanied by a subtle background hum. The music is slow and somber, with a steady rhythm that evokes a sense of longing or reflection.","[Vision-Key-Elements]
- Person (Pose/Action): standing, holding a violin, moving bow across strings, pressing fingers on fingerboard
- Objects: violin
- Scene: white background
- Motion: bow moving across strings, fingers pressing on fingerboard
- Interaction: person playing the violin
- Visual Cues: standing in front of white background, holding violin, moving bow across strings, fingers pressing on fingerboard, playing the instrument","[standing in front of white background, holding violin, moving bow across strings, fingers pressing on fingerboard, playing the instrument]","[violin, melancholic music, melody, background hum, slow music, steady rhythm, longing, reflection]","The video begins with a young man standing against a white background, holding a violin. He starts playing the violin by moving his bow across the strings. His left hand moves up and down the neck of the violin, pressing on the strings to change the notes. The man's focus is on his playing, and he maintains a steady rhythm. As the video progresses, he continues to play the violin with consistent technique.","Start: A person speaks in the background while a violin is played. Then: The person continues speaking. Next: The violin plays a melancholic melody with a slow tempo. Finally: The music fades out. This description provides a chronological sequence of events, highlighting the continuous presence of both a person speaking and a violin playing throughout the audio.","The young man stands against a white background, holding a violin, and begins playing it by moving his bow across the strings. The person speaking in the background continues to speak as the violin plays a melancholic melody with a slow tempo. The man maintains a steady rhythm, and his left hand moves up and down the neck of the violin, pressing on the strings to change the notes. The music and the person's speech continue simultaneously, with the violin playing consistent technique throughout the video."
"Violin, fiddle",-ezSL_ZuEg0,good,0,10,train,"The video begins with a close-up of a violinist playing his instrument. He is standing in front of an orchestra, and the conductor is leading the musicians. The camera then pans out to show the entire orchestra, which is playing a piece of classical music. The violinist continues to play, and the conductor directs the musicians with his baton. The video ends with a shot of the violinist and the conductor shaking hands.","The audio features a classical music piece performed by a string orchestra. The melody is played by violins and cellos, with a rich, full-bodied sound. The music has a formal and elegant tone, suggesting a concert or formal setting. There is no spoken dialogue or environmental sounds present.","[Vision-Key-Elements]
- Person (Pose/Action): violinist playing the violin, conductor leading the orchestra
- Objects: violin, baton
- Scene: orchestra performance
- Motion: conductor directing with baton, violinist playing the violin
- Interaction: violinist and conductor shaking hands
- Visual Cues: close-up of violinist, orchestra playing classical music, conductor leading with baton, violinist and conductor shaking hands.","[violinst playing the violin, conductor leading with baton, conductor shaking hands with violinist, orchestra playing classical music]","[violin, classical music, orchestra, violins, cellos, melody, baton, conductor]","The video begins with a man playing the violin while an orchestra performs behind him. The camera then pans to show the entire orchestra, including the conductor. The conductor is seen waving his arms and directing the musicians. Finally, the video ends with a close-up of the conductor and the violinist playing together.","Start: A violin begins playing a melody. Then: A cello joins, adding depth to the musical piece. Next: A pianist enters, contributing rhythmical embellishments. Finally: A solo violin emerges, taking the foreground with a distinct melody.","The video begins with a man playing the violin, accompanied by an orchestra performing in the background. The camera pans to show the entire orchestra, with the conductor directing the musicians by waving his arms. The cello joins the violin, adding depth to the musical piece, followed by the pianist, who contributes rhythmical embellishments. The solo violin emerges, taking the foreground with a distinct melody, before the video ends with a close-up of the conductor and the violinist playing together."
"Violin, fiddle",-XJ1i40XSIw,good,0,10,train,A young woman with her hair pulled back is playing the violin. She is wearing a black shirt and is standing in front of a music stand with sheet music on it. She is looking at the music and moving the bow across the strings of the violin. Her left hand is moving up and down the neck of the violin as she plays.,"A violin plays a melancholic melody, accompanied by a steady drumbeat in the background. The music is slow and somber, with a clear focus on the violin's rich, expressive tones.","[Vision-Key-Elements]
- Person (Pose/Action): standing, playing the violin
- Objects: violin, music stand, sheet music
- Scene:
- Motion: moving the bow across the strings, moving left hand up and down the neck
- Interaction:
- Visual Cues: playing the violin, looking at sheet music, moving bow across strings, moving left hand up and down the neck of the violin, black shirt, hair pulled back, standing in front of music stand with sheet music on it.","[playing the violin, looking at sheet music, moving bow across strings, moving left hand up and down the neck of the violin, black shirt, hair pulled back, standing in front of music stand with sheet music]","[violin, melancholic melody, drumbeat, slow music, rich expressive tones]",The video begins with a woman playing the violin. She is wearing a black shirt and has her hair pulled back. She is standing in front of a music stand with sheet music on it. The woman is holding the violin with her left hand and the bow with her right hand. She is moving the bow back and forth across the strings to create music. The woman is looking at the sheet music as she plays. She is smiling and appears to be enjoying herself.,Start: A person plays a violin. Then: The person continues playing the violin for several seconds. Next: The sound quality degrades with background noise and distortion. Finally: The music ends abruptly.,"The video begins with a woman playing the violin in front of a music stand with sheet music on it, wearing a black shirt and having her hair pulled back. She is holding the violin with her left hand and the bow with her right hand, moving the bow back and forth across the strings to create music. The woman is looking at the sheet music as she plays, smiling and appearing to be enjoying herself. The music continues for several seconds, with the sound quality degrading with background noise and distortion before ending abruptly."
"Violin, fiddle",-VV4ZirEsAc,good,0,10,train,A woman stands and plays the violin while another woman sits at a piano and plays. The woman playing the violin moves her bow across the strings and her left hand up and down the neck of the violin. The woman at the piano presses the keys with her fingers.,"A classical piece is performed, featuring a violin and piano. The violin plays a melody with a slightly melancholic tone, while the piano provides harmonic support. The music has a slow tempo and a somber atmosphere.","[Vision-Key-Elements]
- Person (Pose/Action): woman playing violin stands, woman at piano sits, woman playing violin moves bow across strings, left hand up and down the neck, woman at piano presses keys with fingers
- Objects: violin, piano
- Scene: indoors, likely a music room or studio
- Motion: woman playing violin moves bow and left hand, woman at piano presses keys
- Interaction: woman playing violin interacts with instrument, woman at piano interacts with instrument
- Visual Cues: woman playing violin stands, woman at piano sits, moving bow across violin strings, left hand moving up and down","[woman playing violin, woman at piano, moving bow across violin strings, left hand moving up and down, woman pressing piano keys]","[violin, piano, melody, melancholic tone, harmonic support, slow tempo, somber atmosphere]","The video begins with a woman playing the violin while another woman plays the piano. The violinist is standing and wearing a red and white sweater, while the pianist is sitting and wearing a yellow and white striped sweater. They are both focused on their instruments, with the violinist moving her bow back and forth across the strings and the pianist pressing the keys of the piano. The scene remains consistent throughout the video, with no changes in setting or characters.","Start: Violinist begins playing a piece of music on his instrument. Then: Pianist accompanies the violinist with chords and harmonies from the keyboard. Next: Both musicians play simultaneously, forming a rich musical ensemble. Finally: Music fades out, leaving a slight echo in the room.","The video begins with a woman playing the violin, accompanied by another woman playing the piano, with the violinist standing and wearing a red and white sweater and the pianist sitting and wearing a yellow and white striped sweater. As the music starts, the violinist moves her bow back and forth across the strings, while the pianist presses the keys of the piano to accompany the violinist with chords and harmonies. The musicians continue to play together, forming a rich musical ensemble, until the music eventually fades out, leaving a slight echo in the room."
"Violin, fiddle",-uF5lFI4yns,good,0,10,train,"A man and a woman are playing classical music in a grand hall. The man is seated at a black grand piano, his fingers moving rhythmically over the keys. The woman stands to his right, her bow gliding across the strings of her violin. Their movements are synchronized, creating a harmonious melody that fills the room.","A violin and piano duet plays a classical piece with a medium tempo. The violin carries the melody with a rich, expressive tone, while the piano provides harmonic support. The music is elegant and sophisticated, evoking a sense of formality and grace.","[Vision-Key-Elements]
- Person (Pose/Action): Man: seated at black grand piano, fingers moving over keys - Woman: standing to the right of the man, bow gliding across violin strings
- Objects: black grand piano, violin
- Scene: grand hall
- Motion: fingers moving over piano keys, bow gliding across violin strings
- Interaction: synchronized movements between man and woman
- Visual Cues: fingers moving over piano keys, bow gliding across violin strings, synchronized movements between man and woman playing instruments in grand hall.","[fingers moving over piano keys, bow gliding across violin strings, synchronized movements between man and woman playing instruments]","[piano, violin, duet, classical music, melody, piano accompaniment, elegant music, formal atmosphere]","The video starts with a woman playing the violin in an elegant room. Then, a man is seen playing the piano while the woman continues to play the violin. Next, the camera focuses on the woman and the man playing their instruments together. Finally, the video ends with the woman and the man finishing their performance.","Start: Electronic keyboard melody plays melodically Then: Violin joins with similar scale patterns, creating rhythmic synchronization Next: Piano provides harmonic support, enriching the overall texture Finally: Multiple guitar-like sounds overlay, suggesting both strumming and plucking techniques","The video begins with a woman playing the violin in an elegant room. The man joins in on the piano, and their performance is accompanied by an electronic keyboard melody that plays melodically. The violin and electronic keyboard then join in rhythmic synchronization, with the piano providing harmonic support. The overall texture is enriched, and multiple guitar-like sounds overlay, suggesting both strumming and plucking techniques, before the woman and the man finish their performance."
"Violin, fiddle",-3GWOM3I5LA,good,0,10,train,"A man in a black suit and hat plays the violin on a stage. He moves his body rhythmically to the music, swaying from side to side and bobbing his head. In the background, another musician plays an acoustic guitar.","The audio features a lively violin solo accompanied by a guitar, creating a cheerful and upbeat atmosphere. The music is fast-paced and rhythmic, with a clear focus on the melodic interplay between the two instruments.","[Vision-Key-Elements]
- Person (Pose/Action): playing the violin, swaying from side to side, bobbing his head
- Objects: violin, acoustic guitar
- Scene: stage
- Motion: swaying, bobbing head
- Interaction: playing violin and acoustic guitar
- Visual Cues: playing violin, swaying from side to side, bobbing his head","[playing the violin, swaying from side to side, bobbing his head]","[violin, guitar, lively music, upbeat atmosphere, fast-paced, rhythmic, melodic interplay]","The video begins with a man playing the violin. He is standing in front of a microphone and wearing a black suit and hat. He moves his body back and forth as he plays. In the background, another man is playing an acoustic guitar. The video ends with the man still playing the violin.","Start: The violin and bass guitar join harmonically. Then: The violin's melody takes on a distinct character with added pizzicato tones. Next: The bass guitar introduces a sustained blues chord progression. Finally: The two instruments maintain their respective melodic lines, creating a cohesive, rhythmic texture.","The video begins with a man playing the violin, standing in front of a microphone, wearing a black suit and hat, and moving his body back and forth as he plays. The background features another man playing an acoustic guitar. The violin and bass guitar harmonize initially, and the violin's melody develops with added pizzicato tones. The bass guitar introduces a sustained blues chord progression, and the two instruments maintain their respective melodic lines, creating a cohesive, rhythmic texture. The video ends with the man still playing the violin."
"Violin, fiddle",-GJvu5hr6w4,good,0,10,train,"A band of four musicians is playing on a small stage in a dimly lit venue. The band consists of a banjo player, a violinist, a woman playing a ukulele, and a bassist. They are all standing and playing their instruments. The banjo player is on the left side of the stage, the violinist is in the center, the ukulele player is to the right of the violinist, and the bassist is on the far right. There is a small table with a lamp on it between the violinist and the ukulele player. The audience is sitting in chairs in front of","A lively bluegrass ensemble performs, featuring a fiddle, banjo, mandolin, and guitar. A male vocalist sings with a cheerful tone, accompanied by a steady, upbeat rhythm. The music is fast-paced and energetic, with a distinct country twang.","[Vision-Key-Elements]
- Person (Pose/Action): standing and playing instruments
- Objects: small stage, banjo, violin, ukulele, bass, table with lamp, chairs
- Scene: dimly lit venue
- Motion:
- Interaction:
- Visual Cues: standing and playing instruments, banjo player on left, violinist in center, ukulele player to right, bassist on far right, table with lamp between violinist and ukulele player, chairs in front of stage","[standing and playing instruments, banjo player on left, violinist in center, ukulele player to right, bassist on far right, table with lamp between violinist and ukulele player]","[banjo, violin, ukulele, bass, vocalist, fiddle, mandolin, guitar, fast-paced music, energetic rhythm, country twang]","The video starts with a group of musicians performing on a small stage. They are playing various instruments, including a banjo, violin, and upright bass. The musicians are standing in a semi-circle, facing the audience. The audience is seated in front of the stage, watching the performance. The musicians continue to play their instruments, moving their hands and bodies to the music. The audience remains seated, enjoying the performance. The video ends with the musicians finishing their song and taking a bow.","Start: Music begins with a steady double bass and fiddle rhythm. (Note: No violin is heard.) Then: A male voice enters with a melodic line, playing alongside the bass and fiddle. Next: The musical ensemble continues, maintaining a moderate pace and harmonious structure. Finally: The combination of mu","The video starts with a group of musicians performing on a small stage, playing various instruments including a banjo, violin, and upright bass. The musicians are standing in a semi-circle, facing the audience, who are seated in front of the stage, watching the performance. The musicians continue to play their instruments, moving their hands and bodies to the music. The audience remains seated, enjoying the performance, as the music begins with a steady double bass and fiddle rhythm. A male voice enters with a melodic line, playing alongside the bass and fiddle, before the musical ensemble continues, maintaining a moderate pace and harmonious structure. The musicians finish their song and take a bow, bringing the performance to a close."
"Violin, fiddle",0JIcv-DFwYM,good,0,10,train,"A woman stands on a stage, playing the violin. She moves the bow across the strings, her left hand pressing down on the fingerboard. Her head is tilted slightly as she concentrates on her performance.","The audio features a live performance of a classical piece, with a violin playing a melody accompanied by a piano. The music is rich and expressive, with a clear focus on the violin's melodic lines. The performance is intimate, suggesting a small concert setting.","[Vision-Key-Elements]
- Person (Pose/Action): standing on a stage, playing the violin
- Objects: violin, bow
- Scene: stage
- Motion: moving bow across strings, head tilting
- Interaction:
- Visual Cues: woman playing violin, moving bow, left hand pressing down on fingerboard, head tilted, concentrating on performance.","[woman playing violin, moving bow, head tilted, left hand pressing down on fingerboard, concentrating on performance]","[violin, live performance, classical music, piano accompaniment, melodic lines, intimate concert setting]",The video begins with a woman playing the violin. She is standing in front of a music stand and a microphone. The woman is wearing a green dress and has long black hair. She is holding the violin with her left hand and the bow with her right hand. She is moving the bow back and forth across the strings to create music. The woman's body is swaying slightly as she plays. The video ends with the woman still playing the violin.,"Start: The music begins, with the piano setting a melancholic tone. Then: A violin enters, playing a simple melody over the piano's minor key progression. Next: The violin's notes intertwine with the piano's chords, creating a soothing contrast. Finally: The music continues, maintaining a slow tempo and somber atmosphere.","The video begins with a woman playing the violin in front of a music stand and a microphone, wearing a green dress and long black hair, as she creates music with the bow moving back and forth across the strings. The music starts with the piano setting a melancholic tone, and then a violin enters with a simple melody over the piano's minor key progression, with the violin's notes intertwining with the piano's chords to create a soothing contrast. The music continues, maintaining a slow tempo and somber atmosphere, as the woman's body sways slightly as she plays, ending with her still playing the violin."
"Violin, fiddle",0FYLEr64xxU,good,0,10,train,"A man and a woman stand side by side, each holding a violin and bow. They are both dressed in black. The man is on the left side of the screen and the woman is on the right. They are both looking down at their violins and moving their bows across the strings. The man's bow moves up and down quickly, while the woman's bow moves more slowly. They continue to play their violins for several seconds.","The audio features a classical music piece with a prominent violin melody. The music has a slow tempo and a somber, reflective tone. The violin's rich, expressive timbre dominates the composition, creating an emotional and introspective atmosphere.","[Vision-Key-Elements]
- Person (Pose/Action): standing side by side, holding violins and bows, looking down, moving bows across strings
- Objects: violins, bows
- Scene: indoor or studio setting
- Motion: moving bows across strings, camera is static
- Interaction:
- Visual Cues: man holding violin on left, woman holding violin on right, man's bow moving quickly, woman's bow moving slowly, man and woman looking down at violins, playing violins for several seconds.","[man holding violin on left, woman holding violin on right, man's bow moving quickly, woman's bow moving slowly, man and woman looking down at violins]","[violins, bows, violin melody, classical music, slow tempo, somber tone, reflective atmosphere]","The video begins with a man and a woman standing in front of a music stand, each holding a violin. They are both dressed in black formal attire. The man is on the left side of the frame, and the woman is on the right. They begin playing their violins in unison. The camera remains stationary throughout the video. The man and woman continue to play their violins, moving their bows across the strings and their fingers along the necks of the instruments. They occasionally look at each other and smile. The video ends with the man and woman finishing their performance.","Start: A classical violin melody is played Then: Violin performs a continuous, soothing tune Next: Harp accents add a soft, harmonious layer Finally: Instruments fade out as music concludes","The video begins with a man and a woman standing in front of a music stand, each holding a violin, dressed in black formal attire, and they start playing their violins in unison. The harp accents add a soft, harmonious layer to the continuous, soothing violin tune. The instruments continue to play, with the man and woman occasionally looking at each other and smiling, before finally fading out as the music concludes, ending with the man and woman finishing their performance."
"Violin, fiddle",-3yHOCvKOaQ,good,0,10,train,"A young woman in a red shirt sits at an electronic keyboard, her fingers moving rhythmically over the keys. Behind her, another young woman stands playing the violin, her bow gliding smoothly across the strings. The camera angle is low, looking up at the two musicians as they perform.","The audio features a slow-paced, melancholic piece combining piano and violin. The piano provides a steady, rhythmic foundation while the violin adds a haunting, sorrowful melody. The overall tone is somber and reflective, evoking a sense of loss or contemplation.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: electronic keyboard, violin
- Scene: indoor or studio setting, implied by camera angle
- Motion: fingers moving over keyboard keys, bow gliding across violin strings
- Interaction: musicians performing together
- Visual Cues: young woman in red shirt, fingers moving over keyboard keys, violin bow moving across strings, camera angle looking up at musicians, musicians performing together.","[fingers moving over keyboard keys, violin bow moving across strings, young woman in red shirt, musicians performing together]","[keyboard, violin, piano, rhythmic foundation, haunting melody, sorrowful, somber, reflective, loss, contemplation]","The video starts with a close-up of a person playing a keyboard. Then, the camera angle shifts to show another person playing a violin in the background. The focus remains on the keyboard player's hands as they move across the keys. Next, the camera angle changes slightly to provide a better view of both musicians. Finally, the video ends with a wider shot showing both individuals playing their instruments together.",Start: Violin begins playing a melody in C major Then: Piano joins in with complementary chords Next: Double bass provides a steady rhythm and foundation Finally: Harmonies continue for a few seconds before a musical pause.,"The video begins with a close-up shot of a person playing a keyboard, accompanied by the sound of a violin playing a melody in C major. The camera angle shifts to provide a better view of both musicians as the piano joins in with complementary chords. The double bass then provides a steady rhythm and foundation, and the harmonies continue for a few seconds before a musical pause. The video ends with a wider shot showing both individuals playing their instruments together."
"Violin, fiddle",08EE7Zv2Gf4,good,0,10,train,"The video begins with a black screen, then transitions to a close-up shot of a violinist playing the violin. The violinist is wearing a black suit and has dark hair. The background is a dark blue color with white text overlaying the image. The text provides information about the music being played, including the composer, the piece, the soloist, the orchestra, the conductor, and the date and location of the performance. The violinist's face is visible, and they are looking down at the violin as they play. Their left hand is on the neck of the violin, and their right hand is moving the bow across the","The audio features a string quartet performing a classical piece, with a somber and melancholic tone. The music is slow-paced and has a steady rhythm, with the instruments playing in unison. The emotional cues are one of sadness and introspection.","[Vision-Key-Elements]
- Person (Pose/Action): playing the violin
- Objects: violin, background text overlay
- Scene: dark blue background
- Motion: violinist's right hand moving the bow across the violin
- Interaction: violinist playing the violin
- Visual Cues: black suit, dark hair, violinist's face visible, left hand on violin neck, right hand moving bow, playing violin, dark blue background, white text overlay, composer, piece, soloist, orchestra, conductor, date, location, performance information.","[black suit, violinist's face visible, violinist's right hand moving bow, left hand on violin neck, playing violin, dark blue background, white text overlay]","[violin, string quartet, classical music, somber tone, slow-paced, steady rhythm, unison instruments, sadness, introspection]","The video starts with a title screen featuring a woman playing the violin. Then, it transitions to a close-up shot of the same woman, with text overlay providing details about the performance, including the composer, performer, orchestra, conductor, date, and location. The video maintains this static shot throughout, focusing on the visual and textual information presented.","Start: A violin plays a complex melody Then: A cello joins with a sustained, sad theme Next: A string orchestra enters with minor-key undertones Finally: Distancing sound effects accompany the orchestral background music","The video begins with a title screen featuring a woman playing the violin, which transitions to a close-up shot with text overlay providing details about the performance. Simultaneously, the audio starts with a violin playing a complex melody, followed by a cello joining with a sustained, sad theme. As the performance progresses, a string orchestra enters with minor-key undertones, accompanied by distancing sound effects that enhance the orchestral background music. The video maintains a static shot throughout, focusing on the visual and textual information presented, while the audio evolves to create a rich musical experience."
"Violin, fiddle",-sTWUmy-25w,good,0,10,train,"A young woman with long dark hair, adorned with a floral headpiece, is seated and playing the violin. She is wearing a teal sleeveless top. Her expression is focused as she moves the bow across the strings of the violin, her fingers pressing down on the fingerboard. The background is blurred, but it appears to be an indoor setting with soft lighting.","The audio features a melancholic cello melody, accompanied by a sustained bass note. The music has a slow tempo and a somber tone, evoking a sense of sadness or introspection.","[Vision-Key-Elements]
- Person (Pose/Action): seated,
- Objects: violin, floral headpiece, teal sleeveless top
- Scene: indoor setting with soft lighting
- Motion: moving the bow across the strings, fingers pressing down on the fingerboard
- Interaction:
- Visual Cues: seated woman playing violin, long dark hair, floral headpiece, teal sleeveless top, focused expression, moving bow across strings, fingers pressing down on fingerboard, indoor setting with soft lighting.","[woman playing violin, moving bow across strings, fingers pressing down on fingerboard, woman wearing floral headpiece, teal sleeveless top, indoor setting]","[violin, cello melody, sustained bass note, slow tempo, somber tone, sadness, introspection]","The video begins with a woman playing the violin. She is wearing a blue dress and has a flower in her hair. The camera remains focused on her as she plays, capturing her concentration and the movement of her bow across the strings. There are no scene changes, keeping the viewer's attention solely on the musician and her instrument.","Start: Violin begins playing a melody Then: A cello joins, adding depth to the musical harmonies Next: Wind instrument enters, adding a layer of sound complexity Finally: Continuous music continues, with the three instruments sustaining the melody in harmony.","The video begins with a woman playing the violin, wearing a blue dress and a flower in her hair. The camera focuses on her as she plays, capturing her concentration and the movement of her bow across the strings. The violin starts playing a melody, then a cello joins, adding depth to the musical harmonies. A wind instrument enters, adding a layer of sound complexity. The continuous music continues, with the three instruments sustaining the melody in harmony, keeping the viewer's attention solely on the musician and her instrument."
"Violin, fiddle",0IAWblvBM7k,good,0,10,train,"A young man in a black suit stands on a stage, playing the violin. He moves his bow across the strings, his left hand pressing down on the fingerboard. A woman in a black dress sits at a grand piano behind him, her hands moving across the keys. The stage is dimly lit, with a spotlight on the performers.",The audio features a classical music piece with a violin playing a melody accompanied by a piano. The music is slow-paced and has a melancholic tone.,"[Vision-Key-Elements]
- Person (Pose/Action): playing the violin
- Objects: violin, grand piano
- Scene: stage
- Motion: moving bow across strings, hands moving across keys
- Interaction: 
- Visual Cues: standing on stage, wearing black suit, moving bow across strings, left hand pressing down on fingerboard, woman sitting at grand piano","[man playing the violin, moving bow across strings, left hand pressing down on fingerboard, woman sitting at grand piano]","[violin, piano, classical music, melody, slow-paced music, melancholic tone]","The video begins with a violinist and pianist performing on stage. The violinist stands in front of the grand piano, holding his violin and bow. The pianist is seated at the piano, playing the keys. The scene remains static with the performers maintaining their positions and continuing to play.","Starts with soft, continuous music that is moderately paced Then transitions into a new piece with higher pitch and more dynamic range Next introduces a brief burst of string instrument articulation, resembling a short solo moment Finally concludes with the same continuous, emotional music, maintaining consistent volume and mood throughout","The video begins with a violinist and pianist performing on stage. The violinist stands in front of the grand piano, holding his violin and bow, while the pianist is seated at the piano, playing the keys. The scene remains static with the performers maintaining their positions and continuing to play. The music starts with soft, continuous music that is moderately paced. It then transitions into a new piece with higher pitch and more dynamic range, showcasing the musicians' skills. A brief burst of string instrument articulation is introduced, resembling a short solo moment. The music finally concludes with the same continuous, emotional music, maintaining consistent volume and mood throughout, as the scene remains static with the performers still playing."
"Violin, fiddle",05RY2-9-hXU,good,0,10,train,"A group of five young men are playing violins and a trumpet in a gazebo. They are all sitting down and playing their instruments. The man on the far right is playing the trumpet, while the other four are playing violins. They are all looking at their instruments as they play.","The audio features a live performance of a classical piece with a prominent violin melody, accompanied by a string section and a steady drumbeat. The music has a slow tempo and a somber, emotional tone.","[Vision-Key-Elements]
- Person (Pose/Action): sitting down, playing musical instruments
- Objects: violins, trumpet, gazebo
- Scene: outdoor setting, gazebo
- Motion:
- Interaction: playing musical instruments together
- Visual Cues: playing violins, playing trumpet, sitting in gazebo, looking at instruments, five young men playing together","[young men playing violins, young men playing trumpet, sitting in gazebo, looking at instruments, five young men playing together]","[violins, string section, drumbeat, classical music, live performance, slow tempo, somber tone, emotional tone]","The video begins with a group of five young men sitting in a wooden gazebo, each holding a musical instrument. They are dressed casually, with some wearing jackets and others in t-shirts. The background shows a lush green hillside with trees. The musicians start playing their instruments, with the two violinists on the left side of the frame, one playing a smaller violin and the other a larger one. The person next to them is playing a smaller stringed instrument, possibly a ukulele or a similar instrument. On the right side of the frame, there is a man playing a trumpet. The musicians are focused on their performance, moving their hands and fingers skillfully over their instruments. The scene remains consistent throughout the video, with the musicians continuing to play their instruments in unison.",Start the music: Electronic beats with a retro feel; Violin: Melodic phrases played on a modified instrument; Wind instruments: Accents adding atmospheric textures; Piano: Simple chords providing rhythmic foundation,"The video begins with a group of five young men sitting in a wooden gazebo, each holding a musical instrument, as they start playing their instruments in unison. The two violinists on the left side of the frame play melodic phrases on modified instruments, accompanied by a person playing a smaller stringed instrument, possibly a ukulele, while the trumpeter adds atmospheric textures on the right side. The piano provides a simple rhythmic foundation, blending with the electronic beats that set the retro tone of the music. The scene remains consistent throughout the video, with the musicians continuing to play their instruments in harmony."
"Violin, fiddle",0X0DtfCcjEk,good,0,10,train,"The video begins with a wide shot of a woman standing on a red carpet in a church. She is holding a violin and bow, poised to play. The camera slowly zooms in on her face as she begins to play. Her eyes are closed, and her expression is one of concentration. She moves the bow across the strings of the violin, her fingers pressing down on the fingerboard. The camera continues to zoom in on her face as she plays, capturing the intensity of her performance.","A solo viola piece in E minor is performed, exhibiting a somber and reflective mood. The music flows steadily with a consistent tempo, showcasing the instrument's expressive range through intricate bowwork and vibrato.","[Vision-Key-Elements]
- Person (Pose/Action): standing on a red carpet, holding a violin and bow, poised to play, playing the violin
- Objects: violin, bow
- Scene: church, red carpet
- Motion: camera zooming in on the woman's face, woman moving the bow across the violin strings
- Interaction:
- Visual Cues: standing on red carpet, holding violin and bow, eyes closed, expression of concentration, moving bow across violin strings, fingers pressing down on fingerboard, camera zooming in on face, capturing intensity of performance.","[standing on red carpet, holding violin and bow, eyes closed, expression of concentration, moving bow across violin strings, fingers pressing down on fingerboard, camera zooming in on face]","[viola, music, E minor, solo, steady tempo, somber mood, reflective mood, bowwork, vibrato]","The video begins with a woman playing the violin in a church. She is standing in front of a red carpet, and there are potted plants behind her. The camera zooms in on her face as she plays. The video then cuts to a shot of the woman playing the violin in a different location. She is now sitting down, and there is a candle lit in front of her. The camera zooms in on her hands as she plays.","Start: A man speaking in English Then: A solo violin melody begins Next: The violin plays phrases with varied intensity and dynamics Finally: The music transitions to a sustained, low-pitched hum","The video begins with a woman playing the violin in a church, standing in front of a red carpet with potted plants behind her. The camera zooms in on her face as she plays. The scene cuts to her playing the violin in a different location, now sitting down with a candle lit in front of her, and the camera zooms in on her hands as she plays. As the music starts, a man speaks in English, followed by a solo violin melody that plays phrases with varied intensity and dynamics. The music transitions to a sustained, low-pitched hum."
