FilePath,ClassIndex,SplitSet,class_name,Visual_clue,Audio_clue,Vision_Key_Elements,Vision_cues_list,Audio_cues_list,Visual_Timeclue,Audio_Timeclue,Time_text
FieldHockeyPenalty/v_FieldHockeyPenalty_g16_c01.avi,19,train,FieldHockeyPenalty,"A field hockey player in a white and red uniform takes a shot on goal. The goalie, dressed in red, dives to block the shot. The player retrieves the ball and takes another shot, which the goalie blocks again. The player retrieves the ball once more and takes a final shot, which the goalie blocks once more.","The audio features a blend of speech and background sounds. There's a man speaking in Mandarin Chinese, saying, 'This is the area for passengers on this flight,' over the murmur of people in the background. The environment suggests an airport setting with an initial male voice followed by a bell sound.","[Vision-Key-Elements]
- Person (Pose/Action): field hockey player takes shots on goal, goalie dives to block shots
- Objects: field hockey player, goalie, ball
- Scene: field hockey field
- Motion: player takes shots, goalie blocks shots, player retrieves ball
- Interaction: player and goalie interact with the ball, player and goalie interact with each other
- Visual Cues: white and red uniform, red uniform, diving to block shots, taking shots on goal, retrieving the ball, blocking shots, final shot, goalie blocks once more.","[white and red uniform, red uniform, diving to block shots, taking shots on goal, retrieving the ball, blocking shots, goalie blocks once more]","[field hockey player, goalie, ball, shots on goal, diving, speech, background sounds, airport setting, male voice, bell sound]",Start: A person is seen standing in front of a net holding a stick. Then: Another person walks into frame and the goalie moves around while the other person holds a stick. Next: The goalie makes a move and the person hits the ball. Finally: The goalie blocks the shot and another person walks in frame.,"Start: Outdoor setting, likely urban area with background chatter Then: Cricket chirping intermittently throughout Next: Insects buzzing or buzzing noise in the audio clip Finally: People talking in the background of the cricket sounds","The video begins with a person standing in front of a net holding a stick. Another person walks into frame, and the goalie moves around while the other person holds a stick. The goalie makes a move and the person hits the ball, but the goalie blocks the shot. Meanwhile, the audio captures the sounds of an outdoor urban setting with background chatter, cricket chirping, and insects buzzing in the background. Another person walks into frame, and the goalie continues to move around, with the sounds of people talking in the background."
FieldHockeyPenalty/v_FieldHockeyPenalty_g16_c02.avi,19,train,FieldHockeyPenalty,"The video begins with a group of female field hockey players standing in front of a goal. They are wearing black and yellow uniforms, and the goalie is wearing a pink uniform. The players are cheering and raising their arms in the air. The goalie dives to the left to block a shot. The players continue to cheer and celebrate.","The audio features a sudden, loud, and high-pitched scream followed by a brief, sharp sound. The scream is intense and carries a sense of surprise or alarm. There is no discernible music or environmental sounds accompanying the vocalization.","[Vision-Key-Elements]
- Person (Pose/Action): standing in front of goal, cheering, raising
- Objects: goal, female field hockey players, goalie
- Scene: field hockey field
- Motion: goalie diving, players cheering
- Interaction: goalie blocking shot, players celebrating
- Visual Cues: standing in front of goal, wearing black and yellow uniforms, goalie wearing pink uniform, cheering and raising arms, goalie diving to block shot, celebrating.","[goalie blocking shot, players cheering, goalie diving, players celebrating, wearing black and yellow uniforms, goalie wearing pink uniform]","[goalie, scream, sharp sound, vocalization, cheering, celebrating]","The goalie is kneeling down on the field. Then, a player comes up and kicks the ball into the goal. Next, the goalie gets up and moves towards the left side of the goal. Finally, the goalie gets up and walks away from the goal.",Start: Birds chirping in the background Then: An exclamation of surprise or shock from a person Next: The sound of something being struck or hit forcefully Finally: An enthusiastic crowd cheering or applauding,"The goalie is kneeling down on the field. A player kicks the ball into the goal. The goalie gets up and moves towards the left side of the goal. The goalie gets up and walks away from the goal. Birds chirping in the background is heard, followed by an exclamation of surprise or shock from a person, then the sound of something being struck or hit forcefully, and finally an enthusiastic crowd cheering or applauding."
FieldHockeyPenalty/v_FieldHockeyPenalty_g16_c03.avi,19,train,FieldHockeyPenalty,"A young man in a blue and white soccer uniform stands on a green field, facing a soccer goal. He holds a field hockey stick and positions himself to take a shot. A goalkeeper in an orange uniform stands in front of the goal, ready to defend. The young man swings his stick and hits the ball towards the goal. The goalkeeper dives to his right, attempting to block the shot. The ball goes past the goalkeeper and into the net. The young man walks away from the goal, while the goalkeeper remains on the ground.","The audio consists of a door slamming and a brief crowd applause, though it's disrupted by background interference and compression artifacts. There is no clear discernible speech or musical elements beyond the door and crowd sounds.","[Vision-Key-Elements]
- Person (Pose/Action): standing on a green field, holding a field hockey stick, swinging the stick to hit the ball, walking away from the goal
- Objects: soccer goal, field hockey stick, ball, goalkeeper in orange uniform
- Scene: green field
- Motion: swinging the stick, hitting the ball, ball moving towards the goal, goalkeeper diving, ball going past the goalkeeper, goalkeeper on the ground
- Interaction: person hits the ball with the stick, goalkeeper attempts to block the shot
- Visual Cues: standing on a green field, wearing a blue and white soccer","[person standing on a green field, hitting the ball with the stick, goalkeeper in orange uniform, ball moving towards the goal, ball going past the goalkeeper]","[door slamming, crowd applause, background noise, crowd interference, compression artifacts]","The video begins with a young man standing in front of a goal, holding a hockey stick and preparing to hit a ball. He swings the stick and hits the ball towards the goal. The goalkeeper dives to stop the ball but misses, and the ball goes into the net. The young man walks away from the goal, while the goalkeeper remains on the ground.","Start: A male voice is speaking. Then: A door is loudly shut. Next: The voice continues speaking in Chinese. Finally: The door is shut again. (Note: The audio segment is very short, consisting of only four distinct sounds.)","The video begins with a young man preparing to hit a ball with a hockey stick in front of a goal. He swings the stick and hits the ball towards the goal, and the goalkeeper fails to stop it, resulting in the ball going into the net. The young man walks away from the goal, while the goalkeeper remains on the ground. In the background, a male voice is heard speaking, but this audio segment is very short, consisting of only four distinct sounds, including a door being loudly shut, a brief segment of the voice speaking in Chinese, and the door being shut again."
FieldHockeyPenalty/v_FieldHockeyPenalty_g16_c04.avi,19,train,FieldHockeyPenalty,"A young boy in a black and yellow soccer uniform stands on a field, facing a goalie. He bounces the ball once, then takes a few steps back before running towards the goal. He kicks the ball with his right foot.","The audio features a male speaker with an angry tone. The background contains a whistle sound followed by speech, and then a metallic clanking noise. The environment seems to have a moderate reverberation, suggesting a large open space, possibly an outdoor field. The music is absent.","[Vision-Key-Elements]
- Person (Pose/Action): standing on a field, bouncing the ball, taking steps back, running towards goal, kicking the ball
- Objects: soccer ball, goal
- Scene: soccer field
- Motion: bouncing ball, running towards goal, kicking ball
- Interaction: boy kicks the ball
- Visual Cues: wearing black and yellow soccer uniform, bouncing ball, taking steps back, kicking the ball with right foot, running towards goal","[boy bouncing ball, boy kicking ball, boy wearing black and yellow soccer uniform, boy running towards goal, ball bouncing on field]","[whistle, angry male voice, speech, metallic clanking noise, soccer ball, kicking, running]","The video begins with a young boy preparing to take a penalty kick in a field hockey game. He is dressed in a black and white striped jersey, holding his hockey stick ready. A goalkeeper in blue stands alert in front of the goal. A referee in yellow observes closely. The boy takes a few steps back, then runs forward to strike the ball. He kicks it towards the goal. The goalkeeper dives to one side, attempting to save the shot. The ball sails past the goalkeeper into the net. The boy celebrates by running towards the referee.",Start: A man speaking English with a neutral tone. Then: A brief horn sound occurs. Next: Multiple people engaged in conversation and laughter can be heard. Finally: Ambiance of a bus station with various background noises.,"The video begins with a young boy preparing to take a penalty kick in a field hockey game. A referee in yellow observes closely. The boy takes a few steps back, then runs forward to strike the ball. He kicks it towards the goal. The goalkeeper dives to one side, attempting to save the shot. The ball sails past the goalkeeper into the net. The boy celebrates by running towards the referee. In the background, a man speaking English with a neutral tone is heard, followed by a brief horn sound, then multiple people engaged in conversation and laughter, and finally, the ambiance of a bus station with various background noises."
FieldHockeyPenalty/v_FieldHockeyPenalty_g17_c01.avi,19,train,FieldHockeyPenalty,A group of cheerleaders are practicing on a football field. They are lined up in formation and performing synchronized movements. One cheerleader is being lifted into the air by two others. She is holding her arms out to the sides and her legs are bent at the knees. The other cheerleaders are watching and waiting their turn.,"The audio features a woman shouting loudly, followed by an excited audience reaction characterized by cheering and whistling.","[Vision-Key-Elements]
- Person (Pose/Action): lined up, performing synchronized movements, one cheerleader being lifted into the air
- Objects: 
- Scene: football field
- Motion: 
- Interaction: one cheerleader being lifted by two others
- Visual Cues: holding arms out to the sides, legs bent at the knees, watching and waiting","[cheerleaders holding arms out, cheerleaders watching and waiting, cheerleader being lifted into the air, cheerleaders bending knees]","[cheering, whistling, woman shouting, audience reaction, loud noise]","The video begins with a person standing in front of the camera. Then, the scene transitions to a football field where a group of people are practicing. Next, a person runs and jumps over a hurdle on the field. Finally, the person lands on the other side of the hurdle and continues running.",Start: The sound of wind blowing into a microphone Then: A sudden explosion-like whoosh sound Next: An excited crowd cheering and clapping Finally: A woman expressing a positive sentiment through speech,"The video begins with a person standing in front of the camera. The scene then transitions to a football field where a group of people are practicing. A person runs and jumps over a hurdle on the field, landing on the other side of it and continuing to run. Meanwhile, the sound of wind blowing into a microphone is heard, followed by a sudden explosion-like whoosh sound, and then an excited crowd cheering and clapping. The video ends with a woman expressing a positive sentiment through speech."
FieldHockeyPenalty/v_FieldHockeyPenalty_g17_c02.avi,19,train,FieldHockeyPenalty,"A field hockey player in a black uniform takes a shot on goal. The goalie, wearing an orange uniform, dives to block the shot but is unsuccessful. The player celebrates by raising his stick in the air.","A sharp whistle is followed by a man speaking loudly, his voice carrying a sense of urgency or excitement.","[Vision-Key-Elements]
- Person (Pose/Action): field hockey player in black uniform
- Objects: field hockey stick, ball
- Scene: field hockey field
- Motion: shot being taken, goalie diving, ball moving
- Interaction: field hockey player interacting with goalie, player celebrating
- Visual Cues: black uniform, orange uniform, taking shot on goal, diving to block, ball moving, raising stick in the air, celebrating.","[black uniform, orange uniform, taking shot on goal, diving to block, ball moving, raising stick in the air, celebrating]","[field hockey stick, ball, loud voice, whistle, man speaking, sense of urgency or excitement]","The video starts with a man in black shorts and shirt standing on a green field, holding a hockey stick. He is facing the goal where another man is standing as the goalie. The scene then progresses to show the man in black attempting to hit the ball into the goal, while the goalie tries to block it. Finally, the man in black successfully scores a goal.","Start: The ringing of a metal object being struck Then: A shout or exclamation Finally: People speaking or reacting The audio features a sudden, sharp sound followed by an excited exclamation and subsequent speech, likely indicating surprise or urgency.","The video begins with a man in black shorts and shirt standing on a green field, facing the goal where another man is standing as the goalie. He attempts to hit the ball into the goal, with the goalie trying to block it. The man in black successfully scores a goal, accompanied by the sound of a metal object being struck, followed by an excited exclamation and subsequent speech from the people present, likely indicating surprise or urgency."
FieldHockeyPenalty/v_FieldHockeyPenalty_g17_c03.avi,19,train,FieldHockeyPenalty,"A field hockey player in a black and white uniform dribbles the ball toward the goal. The goalie, dressed in black, stands in front of the net. As the player approaches, he swings his stick and takes a shot. The goalie dives to his right to block the shot.","A woman speaks briefly, followed by a sharp, high-pitched sound resembling a whistle or a quick impact.","[Vision-Key-Elements]
- Person (Pose/Action): dribbling the ball, swings stick, takes a shot, goalie dives
- Objects: field hockey ball, field hockey stick, goal net
- Scene: field hockey field
- Motion: player dribbling, goalie diving
- Interaction: player shoots ball at goalie, goalie blocks shot
- Visual Cues: black and white uniform, goalie in black, player swings stick, player takes shot, goalie dives to right, goal net in background.","[black and white uniform, goalie in black, player swings stick, player takes shot, goalie dives to right, goal net in background]","[field hockey ball, field hockey stick, goalie, whistle, impact sound]","The video begins with a player holding a ball and attempting to score. The goalie tries to block the shot, but the player manages to get the ball past him. The video ends with the player celebrating his goal.","Start: A single word spoken Then: Followed by a flat, unprocessed male voice Next: Continues talking without significant changes Finally: Stays constant with continuous speech until end of clip","The video begins with a player attempting to score, the goalie tries to block the shot, but the player manages to get the ball past him, and ends with the player celebrating his goal, while the audio starts with a single word, and continues with a flat, unprocessed male voice until the end of the clip."
FieldHockeyPenalty/v_FieldHockeyPenalty_g17_c04.avi,19,train,FieldHockeyPenalty,"A field hockey player in a yellow jersey bends over to pick up a ball. He stands up and takes a swing at the ball with his stick. The goalie dives to the right, but misses the ball. The player runs away from the goal.",The audio features a single male voice speaking the phrase 'great stroke' with a neutral emotional tone.,"[Vision-Key-Elements]
- Person (Pose/Action): bending over, standing up, swinging at ball, running away
- Objects: field hockey ball, field hockey stick, goalie
- Scene: field hockey field
- Motion: ball flying through the air, player running
- Interaction: player swings at ball, goalie dives
- Visual Cues: yellow jersey, bending over, standing up, swinging at ball, diving goalie, running away from goal, yellow jersey player, goalie in goal, ball flying through the air, player running away from goal","[yellow jersey player, bending over, swinging at ball, diving goalie, ball flying through the air, player running away from goal]","[voice, male voice, field hockey ball, field hockey stick, goalie, player running, ball flying through the air]","The video begins with a field hockey player in yellow and green uniform preparing to take a penalty shot. The goalkeeper, dressed in red, is positioned in front of the goal. As the player swings his stick and hits the ball, the goalkeeper dives to his left but misses the ball, which rolls into the net. The player celebrates by running towards the sideline, followed by the referee signaling that the goal is valid.","Start: People talking over a video. Then: An ice hockey game commences with a player throwing a ball at the net. Next: A loud scream is heard, followed by a man describing the play. Finally: A great shot by the team.","The video begins with a field hockey player in yellow and green uniform preparing to take a penalty shot. The player swings his stick and hits the ball, which rolls into the net as the goalkeeper in red dives to his left but misses. The player celebrates by running towards the sideline, followed by the referee signaling that the goal is valid. People are talking over a video at the beginning of the audio, which transitions to an ice hockey game with a player throwing a ball at the net. A loud scream is heard, followed by a man describing the play, then a great shot by the team."
FieldHockeyPenalty/v_FieldHockeyPenalty_g18_c01.avi,19,train,FieldHockeyPenalty,"A field hockey player in a black jersey is preparing to take a penalty shot. The goalkeeper, wearing a red jersey, is standing in front of the goal. The player takes a few steps back and then runs towards the ball, swinging his stick to hit it. The goalkeeper dives to his left, but the ball goes into the net.","The audio features a person speaking with a neutral tone, accompanied by the sound of wind and a sudden whistle. The speech is clear and uninterrupted, with no background music or additional environmental sounds.","[Vision-Key-Elements]
- Person (Pose/Action): preparing to take a penalty shot, takes a few steps back, runs towards the ball, swings stick to hit it
- Objects: field hockey player in black jersey, goalkeeper in red jersey, goal, ball, stick
- Scene: hockey field
- Motion: running towards the ball, swinging stick, diving goalkeeper
- Interaction: player runs towards ball, hits ball with stick, goalkeeper dives
- Visual Cues: black jersey, red jersey, swinging stick, diving goalkeeper, ball going into the net","[black jersey, red jersey, swinging stick, diving goalkeeper, ball going into the net]","[field hockey player, penalty shot, stick, whistle, wind, speech, person speaking]","The video begins with a field hockey game. A player in black approaches the goal, and the goalie in red prepares to block the shot. The player in black swings his stick and hits the ball towards the goal. The goalie in red dives to the left, attempting to save the ball. The crowd watches intently as the ball is about to enter the goal.",Start: The audio begins with someone running outside. Then: The sounds of wind and then running footsteps become audible. Next: The scene shifts to include the creaking of a door and the squeak of shoes on a hard surface. Finally: The sound of someone speaking about their daily routine is detected.,"The video begins with a field hockey game where a player in black approaches the goal and hits the ball towards it. The goalie in red dives to the left, attempting to save the ball, as the crowd watches intently. Meanwhile, the audio starts with someone running outside, followed by the sounds of wind and running footsteps. The scene then shifts to include the creaking of a door and the squeak of shoes on a hard surface. As the audio progresses, the sound of someone speaking about their daily routine is detected. The visual and audio timelines run concurrently, capturing a field hockey game and a person's daily routine."
FieldHockeyPenalty/v_FieldHockeyPenalty_g18_c02.avi,19,train,FieldHockeyPenalty,"A field hockey player in a white shirt and black shorts is preparing to take a penalty shot. The goalie is crouched in front of the goal, ready to defend. The player takes a few steps back, then swings his stick and hits the ball towards the goal.","A male voice speaks briefly, followed by a whistle, and then another male voice speaks. The audio quality is poor, with noticeable background noise and distortion.","[Vision-Key-Elements]
- Person (Pose/Action): field hockey player in white shirt and black shorts, crouched, swings stick and hits ball
- Objects: field hockey player, goalie, goal, field hockey stick, ball
- Scene: field hockey field
- Motion: field hockey player taking steps back, swinging stick, hitting ball
- Interaction: field hockey player and goalie, field hockey player and goal
- Visual Cues: field hockey player in white shirt and black shorts, goalie crouched in front of goal, field hockey player swings stick and hits ball towards goal","[field hockey player in white shirt and black shorts, field hockey player swings stick, field hockey player hits ball, field hockey player taking steps back, goalie crouched in front of goal]","[field hockey player, hockey stick, hitting ball, male voices, whistle, background noise, distortion]","The video begins with a player standing in front of the goal, ready to take a penalty shot. Then, the player swings his stick and hits the ball towards the goal. Next, the goalie dives to make a save but misses the ball. Finally, the ball goes into the net, and the player celebrates his success.",Start: Background noise fades into audible crowd chatter Then: Brief whistle sound disrupts conversation Next: Man's neutral speech overlays crowd murmurs Finally: Scene remains dominated by crowd noise despite voice clarity,"The video begins with a player standing in front of the goal, ready to take a penalty shot. The player swings his stick and hits the ball towards the goal, and the goalie dives to make a save but misses the ball. The ball goes into the net, and the player celebrates his success. The background noise fades into audible crowd chatter, and a brief whistle sound disrupts conversation. A man's neutral speech overlays crowd murmurs, but the scene remains dominated by crowd noise despite voice clarity."
FieldHockeyPenalty/v_FieldHockeyPenalty_g18_c03.avi,19,train,FieldHockeyPenalty,"A player in a yellow and red uniform is preparing to take a penalty kick. The goalkeeper, dressed in blue, stands in front of the goal, ready to defend. A referee in a pink shirt stands to the side, watching the play. The player takes a few steps back, then runs towards the ball and kicks it. The goalkeeper dives to the right, but the ball goes into the net.","The audio contains a male voice speaking in English, with a neutral emotional tone. There is no background music or environmental sounds, and the speech is clear and uninterrupted.","[Vision-Key-Elements]
- Person (Pose/Action): player in yellow and red uniform takes a few steps back, runs towards the ball, kicks the ball
- Objects: ball, goal, referee in pink shirt
- Scene: soccer field
- Motion: player running towards the ball, goalkeeper diving to the right
- Interaction: player kicks the ball, goalkeeper attempts to block
- Visual Cues: player in yellow and red uniform, referee in pink shirt, goalkeeper in blue, ball moving through the air, ball entering the net","[ball moving through the air, player in yellow and red uniform, player kicking the ball, ball entering the net, goalkeeper diving to the right]","[football, male voice, clear speech, referee, goalkeeper, ball moving through the air, ball entering the net, player running towards the ball, player kicking the ball, speech, goal]","The video begins with a player in yellow and orange preparing to take a penalty kick. He takes a few steps back, then runs towards the ball and kicks it. The goalkeeper dives to his left, but the ball goes into the net. The player celebrates by raising his arms in the air.","Start: A male voice gives instructions related to sports positioning. Then: The voice discusses the positioning of a player for a set. Next: The commentator instructs to 'bust' the player into a position. Finally: The speaker mentions setting another player, indicating preparation for further action.","The video begins with a player in yellow and orange preparing to take a penalty kick. The male voice gives instructions related to sports positioning. The player takes a few steps back, then runs towards the ball and kicks it. The voice discusses the positioning of a player for a set, and the commentator instructs to 'bust' the player into a position. The player celebrates by raising his arms in the air. The voice mentions setting another player, indicating preparation for further action, as the goalkeeper dives to his left, but the ball goes into the net."
FieldHockeyPenalty/v_FieldHockeyPenalty_g18_c04.avi,19,train,FieldHockeyPenalty,"A soccer player in a white uniform runs toward the goal with the ball. He kicks the ball into the net, scoring a goal. The goalie attempts to block the shot but is unsuccessful. The crowd cheers as the player celebrates his goal.","The audio features a loud, abrupt sound resembling a door slamming followed by a crowd cheering. The tone is sudden and energetic, with no discernible music or speech beyond the initial impact and subsequent reaction.","[Vision-Key-Elements]
- Person (Pose/Action): running toward the goal, kicking the ball, celebrating
- Objects: soccer ball, net, goal
- Scene: soccer field
- Motion: running, kicking, ball moving through the air, player celebrating
- Interaction: player kicks the ball, goalie attempts to block
- Visual Cues: player in white uniform, ball moving through the air, ball entering the net, goalie attempting to block, crowd cheering, player celebrating","[ball moving through the air, ball entering the net, player in white uniform, player celebrating, crowd cheering, goalie attempting to block]","[door slamming, crowd cheering, loud sound, energetic tone]","The goalie in a red uniform is standing in front of the goal, ready to defend. Then, a player wearing a white and black uniform approaches the ball and kicks it towards the goal. Next, the goalie dives to his left, but the ball goes into the net. Finally, the goalie gets up and walks away from the goal.","Start: An audience member shouting ""YAY!!!"" loudly. Then: Excited cheers from surrounding spectators. Next: A ball bouncing off a structure. Finally: A person's voice saying ""it's"" with a cheerful tone.","The goalie in a red uniform is standing in front of the goal, ready to defend. A player wearing a white and black uniform approaches the ball and kicks it towards the goal. The goalie dives to his left, but the ball goes into the net. The goalie gets up and walks away from the goal. An audience member shouts ""YAY!!!"" loudly, followed by excited cheers from surrounding spectators. A ball bounces off a structure, and a person's voice says ""it's"" with a cheerful tone."
FieldHockeyPenalty/v_FieldHockeyPenalty_g19_c01.avi,19,train,FieldHockeyPenalty,"The video starts with a hockey player in a white jersey standing in front of the goal, preparing to take a penalty shot. The goalkeeper is wearing a yellow jersey and is positioned in front of the goal, ready to defend. The player takes a few steps back, then runs towards the goal and strikes the ball with his stick. The ball goes into the net, and the goalkeeper falls to the ground. The referee raises his arm to signal that the goal is valid.","The audio contains a loud, sharp whistle followed by a crowd cheering and shouting. The whistle is clear and distinct, while the cheering is energetic and collective. The tone of the cheering suggests excitement or celebration.","[Vision-Key-Elements]
- Person (Pose/Action): 
- Objects: hockey player, goalkeeper, goal, referee, ball, hockey stick
- Scene: hockey rink
- Motion: hockey player runs towards goal, strikes ball, goalkeeper falls
- Interaction: hockey player strikes ball, goalkeeper defends, referee signals
- Visual Cues: standing in front of goal, wearing white jersey, running towards goal, striking ball with stick, ball going into net, goalkeeper falling to ground, referee raising arm to signal valid goal","[goalkeeper falling to ground, hockey player running towards goal, hockey player striking ball, ball going into net, referee raising arm]","[hockey stick, loud whistle, crowd cheering, collective shouting, goal, hockey player striking ball]","The video begins with a view of a lacrosse game taking place on an outdoor field. A player in white and black is positioned near the goal, while a goalkeeper in yellow and blue stands ready to defend. The scene transitions to show the player attempting to score, but the goalkeeper successfully blocks the shot. The final sequence captures the moment when the ball deflects off the goalkeeper's pads and rolls away from the goal area.",Start: A person speaking with a neutral tone. Then: An immediate loud crowd cheering erupts. Next: A sound effect resembling a door slamming is heard. Finally: The crowd's cheering subsides but maintains low undertones of excitement and anticipation.,"The video begins with a lacrosse game in progress, showing a player in white and black attempting to score against a goalkeeper in yellow and blue. The shot is blocked, and the ball deflects off the goalkeeper's pads, rolling away from the goal area. The crowd's loud cheering erupts immediately after the attempt, followed by a sound effect resembling a door slamming. The crowd's cheering subsides but maintains low undertones of excitement and anticipation."
FieldHockeyPenalty/v_FieldHockeyPenalty_g19_c02.avi,19,train,FieldHockeyPenalty,"A field hockey player in a white jersey and red shorts prepares to take a penalty shot. She stands over the ball, stick extended, as the goalie waits in front of the net. The player swings her stick and hits the ball toward the goal. The goalie dives to the left, but the ball sails past her and into the net. The player raises her arms in victory as the crowd cheers.","A woman speaks果断ly about competition rules, followed by a loud thud interrupting her, leading to shouts from the crowd.","[Vision-Key-Elements]
- Person (Pose/Action): standing over the ball, preparing to take a penalty shot, swings stick, hits the ball toward the goal, raises arms in victory
- Objects: field hockey ball, hockey stick, goalie, net, crowd
- Scene: field hockey field
- Motion: player swings stick, hits ball, goalie dives, ball sails past goalie
- Interaction: player hits ball, goalie tries to block ball
- Visual Cues: player in white jersey and red shorts, standing over ball, stick extended, player swings stick, hits ball toward goal, goalie dives to left,","[player in white jersey and red shorts, standing over ball, player swings stick, hits ball toward goal, goalie dives to left]","[woman's voice, loud thud, crowd shouting, hockey stick, penalty shot, field hockey ball]","The video starts with a player preparing to take a penalty shot in field hockey. Then, the goalkeeper anticipates the shot and readies herself. Next, the player takes the shot, sending the ball flying towards the goal. Finally, the goalkeeper makes a save, preventing the goal.","Start: The sound of people conversing is present. Then: The sounds of metal clanks are heard intermittently. Next: A single sharp whistle blast is emitted. Finally: The crowd response of cheer and whistling ensues, indicating an enthusiastic reaction.","The video begins with a player preparing to take a penalty shot in field hockey, followed by the goalkeeper anticipating the shot and readying herself. The player then takes the shot, sending the ball flying towards the goal, and the goalkeeper makes a save, preventing the goal. Meanwhile, the audio starts with people conversing, then includes metal clanks, followed by a single sharp whistle blast, and finally ends with the crowd's enthusiastic response of cheer and whistling."
FieldHockeyPenalty/v_FieldHockeyPenalty_g19_c03.avi,19,train,FieldHockeyPenalty,"A field hockey player in a black uniform approaches the goal. He swings his stick and hits the ball towards the goal. The goalie dives to his left, but the ball goes past him and into the goal. The player celebrates by running away from the goal.","The audio features a male voice speaking in Chinese, accompanied by a crowd cheering in the background. The speaker's tone is neutral, and the crowd's cheers are enthusiastic. There is no discernible music or environmental sounds beyond the crowd and the speaker's voice.","[Vision-Key-Elements]
- Person (Pose/Action): field hockey player in black uniform, approaching goal, swinging stick, hitting ball, celebrating by running
- Objects: field hockey stick, ball, goal, goalie
- Scene: field hockey field
- Motion: ball moving towards goal, goalie diving, player running away
- Interaction: player hits ball, goalie attempts to block, ball goes past goalie into goal
- Visual Cues: black uniform, swinging stick, hitting ball, ball moving towards goal, goalie diving, ball going past goalie, celebrating by running away","[black uniform, swinging stick, hitting ball, ball moving towards goal, goalie diving, ball going past goalie, celebrating by running away]","[field hockey player, crowd cheering, male voice, field hockey stick, ball, goal, hockey field, enthusiastic crowd]","The video begins with a player preparing to take a penalty kick in a field hockey game. Then, the goalkeeper dives to his left in an attempt to save the shot. Next, the ball is seen entering the goal. Finally, the player who took the penalty kicks celebrates by running towards the corner of the field.","Start: A male voice pronounces an English phrase 'I'm the king of the ring' Then: A loud, sharp whistle sound interrupts the speech Next: The voice continues briefly, ending with a positive conclusion 'good luck good luck'","The video begins with a player preparing to take a penalty kick in a field hockey game. A male voice pronounces an English phrase 'I'm the king of the ring'. The goalkeeper dives to his left in an attempt to save the shot. A loud, sharp whistle sound interrupts the speech. The ball is seen entering the goal. The voice continues briefly, ending with a positive conclusion 'good luck good luck'. The player who took the penalty kicks celebrates by running towards the corner of the field."
FieldHockeyPenalty/v_FieldHockeyPenalty_g19_c04.avi,19,train,FieldHockeyPenalty,"A soccer player in an orange jersey runs towards the goal with the ball. He kicks the ball, sending it flying towards the net. The goalie dives to the right, but misses the ball. The ball goes into the net, and the player celebrates.","The audio captures a chaotic scene with people yelling and reacting to an unexpected event. A sudden loud sound, possibly a slap or explosion, is followed by distressing shouts expressing shock, fear, and confusion. The tone shifts sharply from normal conversation to heightened紧张and panic.","[Vision-Key-Elements]
- Person (Pose/Action): running towards the goal, kicks the ball
- Objects: soccer ball, goal net, goalie
- Scene: soccer field
- Motion: running, kicking, diving, ball flying
- Interaction: player kicks ball, goalie misses ball, ball goes into the net
- Visual Cues: running towards goal, wearing orange jersey, kicking ball, ball flying towards net, goalie diving, ball going into net, celebrating","[running towards goal, kicking ball, ball flying towards net, goalie diving, ball going into net, celebrating]","[slap, explosion, yelling, people shouting, loud sound, distressing shouts, shock, fear, confusion, panic, normal conversation]","The video begins with a group of players standing on a field. A player wearing an orange jersey starts running towards the goal. Then, the player kicks the ball and scores a goal. Next, the goalie falls down to the ground. Finally, the player in the orange jersey runs away from the goal.","Start: A passionate speaker addresses a crowd, 100 people strong. Then: The crowd reacts with loud reactions to the speaker's messages. Next: A strong voice commands attention, possibly with motivational speech. Finally: An intense roar of loud screaming fills the air.","The video begins with a passionate speaker addressing a crowd, 100 people strong. The crowd reacts with loud reactions to the speaker's messages. A strong voice commands attention, possibly with motivational speech. An intense roar of loud screaming fills the air. A player wearing an orange jersey starts running towards the goal. The player kicks the ball and scores a goal. The goalie falls down to the ground. The player in the orange jersey runs away from the goal."
